"x"
"content1" "x"
"content1301" " db reflection nnrequest new reflection upon previous reflection db station station live albumnnapprovednnthe live album station station sound train played instruments m years old brilliant material hearing train leaving station building let roar tracks blow steam d highly recommend listening live albums incredible documents event happened earth somewhere lot people doors live album doors live jim chain yep live albums wonderful proof something happened"
"content1302" " king"
"content1303" " david bowie scream heroes yell makes calmly control uncertain terms sing day"
"content1304" " reflection ncomplete"
"content1305" " db making home head since yeah learning death certainly felt something said family friend person grew inside house know mad love soul love kneels grave brave son gave life save slogan hovers headstones eyes love love love loving imagining pushing market square mothers sighing news come five years left die brain felt warehouse room left spare hafd cram things trhere fat skinny people tall short people body people never thought people"
"content1306" " sorry david bowie reflection middle song called reflecktor album called reflecktor band called arcade fire david bowie great supporter close valued friend happens sing song called reflecktor arcade fire line sings sung elevated fashion highnote making point thought praying resurrector win sings back s singing back db s singing back us without emotion making statementoh guess folksturns reflecktor db sings little higher sounds pressingthought praying resurrector win happened win breaks concedes shows emotion sounds little bummed discovering resurrector ever real reflector alongnn little exchange db win feels db pressuring win confess mistake something s db trying punk know ha ha thought praying resurrector happened re now re praying win win tell us thing resurrector s s always doings reflecktor"
"content1307" " day found died remember later day feeling someone close family friend passed away two older sisters loved music big fans given day house stereo blaring bowie albums probably wasnt teens pretty much knew bowie song whenever sang d front mirror d imaginary friend hence feeling day died member house grew record player house d hear anywhere room outside prob knew songsnnive never reflected "
"content1308" " eleven years old singing along mad love songs madlovesongs mimic feeling voice heroes thats madlove song screams whole song long year old taking heavy weight beat forever everkingsaid year old screamed queen whoknows maybe willed year old boy first generation australian lithuania war"
"content1309" " ah yep s another reflected take reflection reflection times reflect "
"content1310" " trapped prism prism lightnalone darkness darkness whitenwe fell love alone stagenin reflective agennentre la nuit la nuit et laurorenentre les royaumes des vivants et des mortsnif heavenni dont know s nif t find ni dont carenni thought found enternits reflektor s reflektorni thought found connectornits reflektor s reflektornnnow signals send deflected nwere still connected friendsnwe fell love nineteennand staring screennnentre la nuit la nuit et laurorenentre les voyants les vivants et les mortsnif heavenni something njust place alonencause re homenni thought found enternits reflektor s reflektorni thought found connectornits reflektor s reflektor reflektornnits reflektor s reflektornnits reflektor s reflektornnits reflektor s reflektornnreflektor reflektorn reflektor reflektorn reflektor reflektor reflektorn reflektorn reflektorn reflektor reflektorn reflektor reflektornnjust reflection reflectionnof reflection reflection reflectionnwill side reflektornwe got things hide reflektornits reflection reflectionnof reflection reflection reflectionnwill side reflektornwe got things hide reflektornnalright lets go backnour song escapes little silver discsnour love plastic ll break bitsni break free break ndown dont mess aroundnni thought found enternits reflektor s reflektorni thought found connectornits reflektor s reflektornnits reflektornnits reflektor s reflektornnits reflektor s reflektornits reflektor s reflektornnthought bring resurrectornturns reflektor s reflektornthought bring resurrectornturns reflektor s reflektornthought bring resurrectornturns reflektornits reflektor s reflektorns reflektor reflektornnjust reflektornjust reflektornjust reflektornwill sidenits reflektornwill side reflektornwe got things hide reflektornjust reflektornwill sidennsongwritersnjeremy gara regine chassagne richard r parry tim kingsbury william butler win butler"
"content1311" " hey bro fuck video"
"content1312" " long reflexion reflecter inside "
"content1313" " 😎😎😎🎶🎶🎶"
"content1314" " gonna ya side"
"content1315" " read david bowie part oh true genius love discovering bands loved"
"content1316" " david bowie tries escape end strong lyrics song reflected hehe another strong bowie influence"
"content1317" " french part means night night dawn kingdoms living dead think s cool"
"content1318" " josie p song groovy hell socially conscious deep core ’s shakespearean greek mythological stories prophetic truth written stone somewhere laws love universe technology religion ’s related interesting actually"
"content1319" " s nice piece word play nnla nuit et l’aurore sounds lot “lennui et lhorreur” means boredom horror kinda deepens remarks reflective age"
"content1320" " interesting perspective especially given subsequent realms living dead aspect"
"content1321" " christopher im french said la nuit et laurore"
"content1322" " caca prout yes re right think s great example homonym two words sound similar maybe s though french isnt native wrong"
"content1323" " christopher yes true sound similar little bit people arent french"
"content1324" " thank cool"
"content1325" " christopher insight astonishing appreciated thank sharing"
"content1326" " took years based posts comment history anyone thank translation"
"content1327" " hey old comment whats "
"content1328" " mean got"
"content1329" " kara boğa ew"
"content1330" " hippiecheezburger s specifically orpheus eurydice orpheus travels underworld bring back life commanded hades persephone look back gaze eurydice right near exit underworld glances back sees eurydices spirit whisked back now lost death forevermorennthought praying resurrector turns reflektornll side"
"content1331" " josie p ty"
"content1332" " "
"content1333" " bad pop music apparently assumes listening audience disabled special k change channel better hooks learn edit whydonchanhell charlie kane cool butler talk final days doesnt iggy pop"
"content1334" " coherently please"
"content1335" " told friend douches denied autograph picture back concert concert david bowie noticed bad move came friend asked hey picture nni love bowiennarcade fire u guys good music s little deep nnmontreal dude"
"content1336" " notice white star car bowie dropping major clues"
"content1337" " ll side"
